# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 26 23:24:01 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
795,HD 173416 b,HD 173416,1,1,Radial Velocity,322.03000000000,1.33000000000,-1.52000000000,0,1.1580000000,0.0030000000,-0.0040000000,0,13.40000000,,,0,1.20000000,,,0,585.12209729,65.47265184,-71.51139158,0,1.84100000,0.20600000,-0.22500000,0,1.340000,,,0,0.208000,0.089000,-0.094000,0
796,HD 174205 b,HD 174205,1,1,Radial Velocity,582.00000000000,17.00000000000,-17.00000000000,0,1.7000000000,0.1000000000,-0.1000000000,0,13.00000000,,,0,1.16000000,,,0,1334.87930940,158.91420350,-158.91420350,0,4.20000000,0.50000000,-0.50000000,0,3.340000,,,0,0.400000,0.200000,-0.200000,0
797,HD 175167 b,HD 175167,1,1,Radial Velocity,1175.00000000000,25.00000000000,-25.00000000000,0,2.4000000000,0.0500000000,-0.0500000000,0,12.30000000,,,0,1.09000000,,,0,4703.86042360,572.09113260,-508.52545120,0,14.80000000,1.80000000,-1.60000000,0,13.900000,,,0,0.510000,0.035000,-0.035000,0
798,HD 175541 b,HD 175541,1,1,Radial Velocity,298.43000000000,0.45000000000,-0.45000000000,0,0.9750000000,0.0870000000,-0.0870000000,0,14.10000000,,,0,1.26000000,,,0,190.06234000,9.21707000,-9.21707000,0,0.59800000,0.02900000,-0.02900000,0,0.373000,,,0,0.110000,0.049000,-0.049000,0
799,HD 175607 b,HD 175607,1,1,Radial Velocity,29.01000000000,0.02000000000,-0.02000000000,0,,,,,2.94000000,,,0,0.26300000,,,0,8.98000000,1.10000000,-1.10000000,0,0.02825410,0.00346097,-0.00346097,0,1.940000,,,0,0.110000,0.090000,-0.070000,0
800,HD 17674 b,HD 17674,1,1,Radial Velocity,623.80000000000,1.60000000000,-1.50000000000,0,1.4200000000,0.0400000000,-0.0500000000,0,13.90000000,,,0,1.24000000,,,0,276.51210000,22.24810000,-19.06980000,0,0.87000000,0.07000000,-0.06000000,0,0.566000,,,0,0.130000,,,1
801,HD 176986 b,HD 176986,1,2,Radial Velocity,6.48980000000,0.00086000000,-0.00086000000,0,0.0629600000,0.0001300000,-0.0001300000,0,2.26000000,,,0,0.20200000,,,0,5.74000000,0.66000000,-0.66000000,0,0.01805997,0.00207658,-0.00207658,0,2.730000,,,0,0.066000,0.066000,-0.066000,0
802,HD 176986 c,HD 176986,1,2,Radial Velocity,16.81910000000,0.00440000000,-0.00440000000,0,0.1187800000,0.0002500000,-0.0002500000,0,2.98000000,,,0,0.26600000,,,0,9.18000000,0.97000000,-0.97000000,0,0.02888337,0.00305195,-0.00305195,0,1.910000,,,0,0.111000,0.080000,-0.080000,0
803,HD 177565 b,HD 177565,1,1,Radial Velocity,44.50500000000,0.58600000000,-0.29300000000,0,0.2460000000,0.0190000000,-0.0190000000,0,4.00000000,,,0,0.35700000,,,0,15.10000000,6.40000000,-6.05000000,0,0.04750967,0.02013655,-0.01903533,0,1.300000,,,0,0.059300,0.171700,-0.057450,0
804,HD 177830 b,HD 177830,2,2,Radial Velocity,410.10001000000,2.20000000000,-2.20000000000,0,1.1400000000,0.0300000000,-0.0300000000,0,13.50000000,,,0,1.20000000,,,0,537.13270000,63.56600000,-63.56600000,0,1.69000000,0.20000000,-0.20000000,0,1.200000,,,0,0.100000,0.050000,-0.050000,0
805,HD 177830 c,HD 177830,2,2,Radial Velocity,110.90000000000,0.10000000000,-0.10000000000,0,0.5137000000,0.0003000000,-0.0003000000,0,7.87000000,,,0,0.70200000,,,0,47.67250000,6.35633000,-6.35633000,0,0.15000000,0.02000000,-0.02000000,0,0.537000,,,0,0.300000,0.100000,-0.100000,0
806,HD 178911 B b,HD 178911 B,3,1,Radial Velocity,71.48400000000,0.02000000000,-0.02000000000,0,0.3400000000,0.0100000000,-0.0100000000,0,12.60000000,,,0,1.12000000,,,0,2552.17490000,797.75330000,-797.75330000,0,8.03000000,2.51000000,-2.51000000,0,7.010000,,,0,0.110000,0.000000,0.000000,0
807,HD 179079 b,HD 179079,1,1,Radial Velocity,14.47900000000,0.01000000000,-0.01000000000,0,0.1214000000,0.0068000000,-0.0068000000,0,5.48000000,,,0,0.48800000,,,0,25.74423000,6.35660000,-6.35660000,0,0.08100000,0.02000000,-0.02000000,0,0.860000,,,0,0.049000,0.087000,-0.087000,0
808,HD 179949 b,HD 179949,1,1,Radial Velocity,3.09251400000,0.00003200000,-0.00003200000,0,0.0443000000,0.0026000000,-0.0026000000,0,13.90000000,,,0,1.24000000,,,0,291.12000000,24.15400000,-24.15400000,0,0.91600000,0.07600000,-0.07600000,0,0.596000,,,0,0.022000,0.015000,-0.015000,0
809,HD 180053 b,HD 180053,1,1,Radial Velocity,213.72000000000,0.47000000000,-0.47000000000,0,0.8430000000,0.0630000000,-0.0630000000,0,13.30000000,,,0,1.19000000,,,0,697.31902000,20.34112000,-20.34112000,0,2.19400000,0.06400000,-0.06400000,0,1.630000,,,0,0.081000,0.029000,-0.029000,0
810,HD 18015 b,HD 18015,1,1,Radial Velocity,2278.00000000000,71.00000000000,-71.00000000000,0,3.8700000000,0.3200000000,-0.3200000000,0,13.10000000,,,0,1.17000000,,,0,1048.83374310,216.12331676,-130.30964687,0,3.30000000,0.68000000,-0.41000000,0,2.560000,,,0,0.148000,0.061000,-0.061000,0
811,HD 180314 b,HD 180314,1,1,Radial Velocity,394.73000000000,0.13000000000,-0.13000000000,0,1.4480000000,0.0000000000,0.0000000000,0,12.00000000,,,0,1.07000000,,,0,7216.92963775,80.09275856,-81.04624379,0,22.70700000,0.25200000,-0.25500000,0,22.900000,,,0,0.247000,0.009000,-0.009000,0
812,HD 180617 b,HD 180617,2,1,Radial Velocity,105.91100000000,0.10900000000,-0.10900000000,0,0.3430000000,0.0040000000,-0.0040000000,0,3.53000000,,,0,0.31500000,,,0,12.21400000,1.05000000,-1.05000000,0,0.03842935,0.00330365,-0.00330365,0,1.530000,,,0,0.101000,0.053000,-0.053000,0
813,HD 180902 b,HD 180902,2,1,Radial Velocity,510.90000000000,1.50000000000,-1.50000000000,0,1.4000000000,0.1100000000,-0.1100000000,0,13.50000000,,,0,1.20000000,,,0,535.54355000,13.03103000,-13.03103000,0,1.68500000,0.04100000,-0.04100000,0,1.200000,,,0,0.107000,0.022000,-0.022000,0
814,HD 181234 b,HD 181234,1,1,Radial Velocity,7593.40512000000,113.61020000000,-121.82598000000,0,7.4270000000,0.3040000000,-0.3400000000,0,12.50000000,,,0,1.12000000,,,0,2980.91262925,321.00669107,-315.60360815,0,9.37900000,1.01000000,-0.99300000,0,8.390000,,,0,0.726000,0.010000,-0.010000,0
815,HD 181342 b,HD 181342,1,1,Radial Velocity,564.10000000000,4.10000000000,-4.10000000000,0,1.5920000000,0.0910000000,-0.0910000000,0,13.20000000,,,0,1.18000000,,,0,807.28820000,60.38770000,-60.38770000,0,2.54000000,0.19000000,-0.19000000,0,1.930000,,,0,0.022000,0.051000,-0.051000,0
816,HD 18143 b,HD 18143,1,2,Radial Velocity,10.28510000000,0.00213000000,-0.00263000000,0,0.0880000000,0.0030000000,-0.0040000000,0,3.28000000,,,0,0.29300000,,,0,10.80616584,1.58914204,-2.22479885,0,0.03400000,0.00500000,-0.00700000,0,1.680000,,,0,0.224000,0.171000,-0.122000,0
817,HD 18143 c,HD 18143,1,2,Radial Velocity,28982.41764000000,18264.56731000000,-7978.16709000000,0,17.5300000000,6.5870000000,-3.4470000000,0,12.50000000,,,0,1.11000000,,,0,3177.64841319,623.26150613,-594.65694950,0,9.99800000,1.96100000,-1.87100000,0,8.940000,,,0,0.194000,0.021000,-0.097000,0
818,HD 181433 b,HD 181433,1,3,Radial Velocity,9.37430000000,0.00190000000,-0.00190000000,0,0.0800000000,0.0000000000,0.0000000000,0,2.40000000,,,0,0.21400000,,,0,6.35660000,0.00000000,0.00000000,0,0.02000000,0.00000000,0.00000000,0,2.530000,,,0,0.400000,0.060000,-0.060000,0
819,HD 181433 c,HD 181433,1,3,Radial Velocity,962.00000000000,15.00000000000,-15.00000000000,0,1.7600000000,,,0,14.10000000,,,0,1.26000000,,,0,203.00000000,,,0,0.64000000,,,0,0.398000,,,0,0.280000,0.020000,-0.020000,0
820,HD 181433 d,HD 181433,1,3,Radial Velocity,2172.00000000000,158.00000000000,-158.00000000000,0,3.0000000000,,,0,14.20000000,,,0,1.27000000,,,0,171.00000000,,,0,0.54000000,,,0,0.328000,,,0,0.480000,0.050000,-0.050000,0
821,HD 181720 b,HD 181720,1,1,Radial Velocity,956.00000000000,14.00000000000,-14.00000000000,0,1.8500000000,0.0400000000,-0.0400000000,0,14.00000000,,,0,1.25000000,,,0,127.13200000,19.06980000,-19.06980000,0,0.40000000,0.06000000,-0.06000000,0,0.255000,,,0,0.260000,0.060000,-0.060000,0
822,HD 183263 b,HD 183263,1,2,Radial Velocity,624.87404000000,0.25370000000,-0.26179000000,0,1.4600000000,0.0600000000,-0.0650000000,0,13.10000000,,,0,1.17000000,,,0,1103.18240070,91.85240962,-96.61983573,0,3.47100000,0.28900000,-0.30400000,0,2.700000,,,0,0.383000,0.007000,-0.007000,0
823,HD 183263 c,HD 183263,1,2,Radial Velocity,4667.97841000000,18.57225000000,-17.90216000000,0,5.5850000000,0.2280000000,-0.2510000000,0,12.50000000,,,0,1.12000000,,,0,2958.98246917,483.73483545,-579.08335755,0,9.31000000,1.52200000,-1.82200000,0,8.320000,,,0,0.051000,0.010000,-0.010000,0
824,HD 183579 b,HD 183579,1,1,Transit,17.47129100000,0.00002700000,-0.00002800000,0,0.1322000000,0.0021000000,-0.0022000000,0,3.49000000,0.07000000,-0.06400000,0,0.31135748,0.00624499,-0.00570971,0,20.40000000,2.60000000,-2.50000000,0,0.06418558,0.00818051,-0.00786588,0,2.650000,0.370000,-0.350000,0,0.061000,0.061000,-0.042000,0
825,HD 184010 b,HD 184010,1,3,Radial Velocity,286.60000000000,2.40000000000,-0.70000000000,0,0.9400000000,0.0050000000,-0.0010000000,0,12.10000000,,,0,1.08000000,,,0,98.52680617,9.53485221,-12.71313628,0,0.31000000,0.03000000,-0.04000000,0,0.306000,,,0,0.000000,,,0
826,HD 184010 c,HD 184010,1,3,Radial Velocity,484.30000000000,5.50000000000,-3.50000000000,0,1.3340000000,0.0130000000,-0.0050000000,0,11.80000000,,,0,1.06000000,,,0,95.34852210,9.53485221,-19.06970442,0,0.30000000,0.03000000,-0.06000000,0,0.319000,,,0,0.000000,,,0
827,HD 184010 d,HD 184010,1,3,Radial Velocity,836.40000000000,8.40000000000,-8.40000000000,0,1.9200000000,0.0120000000,-0.0120000000,0,14.30000000,,,0,1.28000000,,,0,143.02278315,12.71313628,-19.06970442,0,0.45000000,0.04000000,-0.06000000,0,0.269000,,,0,0.000000,,,0
828,HD 18438 b,HD 18438,1,1,Radial Velocity,803.00000000000,5.00000000000,-5.00000000000,0,2.1000000000,0.1000000000,-0.1000000000,0,12.10000000,,,0,1.08000000,,,0,6674.39654700,317.82840700,-317.82840700,0,21.00000000,1.00000000,-1.00000000,0,20.700000,,,0,0.100000,0.100000,-0.100000,0
829,HD 185269 b,HD 185269,3,1,Radial Velocity,6.83776000000,0.00027000000,-0.00027000000,0,0.0770000000,0.0034000000,-0.0034000000,0,13.80000000,,,0,1.23000000,,,0,321.00830000,4.44962000,-4.44962000,0,1.01000000,0.01400000,-0.01400000,0,0.671000,,,0,0.229000,0.014000,-0.014000,0
830,HD 185283 b,HD 185283,1,1,Radial Velocity,4060.00000000000,148.00000000000,-112.00000000000,0,4.6000000000,0.2000000000,-0.1000000000,0,13.60000000,,,0,1.22000000,,,0,413.17692910,95.34852210,-31.78284070,0,1.30000000,0.30000000,-0.10000000,0,0.903000,,,0,0.070000,0.050000,-0.040000,0
831,HD 18599 b,HD 18599,2,1,Transit,4.13743540000,0.00000360000,-0.00000370000,0,0.0480000000,0.0004000000,-0.0004000000,0,2.60000000,0.15000000,-0.13000000,0,0.23195686,0.01338213,-0.01159784,0,24.10000000,7.10000000,-7.70000000,0,0.07582708,0.02233910,-0.02422691,0,7.500000,2.600000,-2.400000,0,0.340000,0.070000,-0.090000,0
832,HD 187085 b,HD 187085,1,1,Radial Velocity,1019.74000000000,21.29000000000,-22.58000000000,0,2.1000000000,0.0320000000,-0.0320000000,0,13.90000000,,,0,1.24000000,,,0,265.70588000,3.49613000,-3.49613000,0,0.83600000,0.01100000,-0.01100000,0,0.544000,,,0,0.251000,0.221000,-0.191000,0
833,HD 187123 b,HD 187123,1,2,Radial Velocity,3.09658280000,0.00000780000,-0.00000780000,0,0.0426000000,0.0025000000,-0.0025000000,0,14.20000000,,,0,1.27000000,,,0,166.21800000,13.66600000,-13.66600000,0,0.52300000,0.04300000,-0.04300000,0,0.319000,,,0,0.010300,0.005900,-0.005900,0
834,HD 187123 c,HD 187123,1,2,Radial Velocity,3810.00000000000,420.00000000000,-420.00000000000,0,4.8900000000,0.5300000000,-0.5300000000,0,13.40000000,,,0,1.19000000,,,0,632.46000000,79.45000000,-79.45000000,0,1.99000000,0.25000000,-0.25000000,0,1.440000,,,0,0.252000,0.033000,-0.033000,0
835,HD 18742 b,HD 18742,1,1,Radial Velocity,766.00000000000,25.00000000000,-25.00000000000,0,1.8200000000,0.1400000000,-0.1400000000,0,13.10000000,,,0,1.17000000,,,0,1080.62200000,381.39600000,-381.39600000,0,3.40000000,1.20000000,-1.20000000,0,2.640000,,,0,0.040000,0.035000,-0.035000,0
836,HD 188015 b,HD 188015,2,1,Radial Velocity,461.20000000000,1.70000000000,-1.70000000000,0,1.2030000000,0.0700000000,-0.0700000000,0,13.60000000,,,0,1.21000000,,,0,476.72000000,41.32000000,-41.32000000,0,1.50000000,0.13000000,-0.13000000,0,1.040000,,,0,0.137000,0.026000,-0.026000,0
837,HD 188641 b,HD 188641,1,1,Radial Velocity,14583.81038000000,3328.20988000000,-2616.26788000000,0,12.0270000000,1.8970000000,-1.5670000000,0,11.90000000,,,0,1.06000000,,,0,9333.03117155,1901.88518749,-1179.77904678,0,29.36500000,5.98400000,-3.71200000,0,30.400000,,,0,0.034000,0.059000,-0.088000,0
838,HD 189567 b,HD 189567,1,2,Radial Velocity,14.28800000000,0.00200000000,-0.00200000000,0,0.1110000000,0.0020000000,-0.0020000000,0,2.85000000,,,0,0.25400000,,,0,8.50000000,0.60000000,-0.60000000,0,0.02674399,0.00188781,-0.00188781,0,2.020000,,,0,0.189000,,,1
839,HD 189567 c,HD 189567,1,2,Radial Velocity,33.68800000000,0.02500000000,-0.02500000000,0,0.1970000000,0.0030000000,-0.0030000000,0,2.54000000,,,0,0.22700000,,,0,7.00000000,0.90000000,-0.90000000,0,0.02202446,0.00283172,-0.00283172,0,2.350000,,,0,0.160000,0.090000,-0.090000,0
840,HD 189733 b,HD 189733,2,1,Radial Velocity,2.21857567000,0.00000015000,-0.00000015000,0,0.0312600000,0.0003600000,-0.0003600000,0,12.66617000,0.11209000,-0.11209000,0,1.13000000,0.01000000,-0.01000000,0,359.14790000,25.42640000,-25.42640000,0,1.13000000,0.08000000,-0.08000000,0,0.943000,0.024000,-0.024000,0,0.000000,,,0
841,HD 190007 b,HD 190007,1,1,Radial Velocity,11.72412800000,0.00009900000,-0.00009900000,0,0.0920000000,0.0008000000,-0.0008000000,0,4.06000000,,,0,0.36200000,,,0,15.50000000,1.20000000,-1.30000000,0,0.04876845,0.00377562,-0.00409026,0,1.270000,,,0,0.136000,0.085000,-0.080000,0
842,HD 190228 b,HD 190228,1,1,Radial Velocity,1143.59858000000,1.76742000000,-1.70680000000,0,2.4060000000,0.0450000000,-0.0470000000,0,12.90000000,,,0,1.15000000,,,0,1598.67688721,378.21580433,-0.95348522,0,5.03000000,1.19000000,-0.00300000,0,4.090000,,,0,0.559000,0.010000,-0.010000,0
843,HD 190360 b,HD 190360,2,2,Radial Velocity,2854.00000000000,13.00000000000,-13.00000000000,0,3.9000000000,0.2000000000,-0.2000000000,0,13.40000000,,,0,1.20000000,,,0,572.09113260,63.56568140,-63.56568140,0,1.80000000,0.20000000,-0.20000000,0,1.310000,,,0,0.340000,0.018000,-0.018000,0
844,HD 190360 c,HD 190360,2,2,Radial Velocity,17.11100000000,0.00480000000,-0.00480000000,0,0.1304000000,0.0075000000,-0.0075000000,0,4.59000000,,,0,0.40900000,,,0,19.06900000,2.41540000,-2.41540000,0,0.06000000,0.00760000,-0.00760000,0,1.080000,,,0,0.237000,0.082000,-0.082000,0
845,HD 190647 b,HD 190647,1,1,Radial Velocity,1176.45000000000,3.10000000000,-2.83000000000,0,2.2310000000,0.0190000000,-0.0190000000,0,13.40000000,,,0,1.19000000,,,0,630.89255000,10.48839000,-10.48839000,0,1.98500000,0.03300000,-0.03300000,0,1.440000,,,0,0.224000,0.014000,-0.014000,0
846,HD 190984 b,HD 190984,1,1,Radial Velocity,4885.00000000000,1600.00000000000,-1600.00000000000,0,5.5000000000,,,0,13.00000000,,,0,1.16000000,,,0,1137.82569706,381.39408840,-143.02278315,0,3.58000000,1.20000000,-0.45000000,0,2.850000,,,0,0.570000,0.100000,-0.100000,0
847,HD 191806 b,HD 191806,1,1,Radial Velocity,1603.38923000000,9.94172000000,-11.31279000000,0,2.7490000000,0.1060000000,-0.1180000000,0,12.50000000,,,0,1.12000000,,,0,2966.61035094,292.08430603,-270.78980276,0,9.33400000,0.91900000,-0.85200000,0,8.350000,,,0,0.213000,0.029000,-0.028000,0
848,HD 191939 b,HD 191939,1,6,Transit,8.88032560000,0.00000470000,-0.00000470000,0,0.0804000000,0.0025000000,-0.0023000000,0,3.41000000,0.07500000,-0.07500000,0,0.30422035,0.00669106,-0.00669106,0,10.00000000,0.70000000,-0.70000000,0,0.03146352,0.00220245,-0.00220245,0,1.400000,0.150000,-0.130000,0,0.031000,0.010000,-0.011000,0
849,HD 191939 c,HD 191939,1,6,Transit,28.57974300000,0.00004500000,-0.00004500000,0,0.1752000000,0.0055000000,-0.0050000000,0,3.19500000,0.07500000,-0.07500000,0,0.28503930,0.00669106,-0.00669106,0,8.00000000,1.00000000,-1.00000000,0,0.02517081,0.00314635,-0.00314635,0,1.350000,0.200000,-0.200000,0,0.034000,0.034000,-0.013000,0
850,HD 191939 d,HD 191939,1,6,Transit,38.35303700000,0.00006000000,-0.00006000000,0,0.2132000000,0.0065000000,-0.0061000000,0,2.99500000,0.07000000,-0.07000000,0,0.26719646,0.00624499,-0.00624499,0,2.80000000,0.60000000,-0.60000000,0,0.00880979,0.00188781,-0.00188781,0,0.570000,0.130000,-0.130000,0,0.031000,0.018000,-0.012000,0
851,HD 191939 e,HD 191939,1,6,Radial Velocity,101.12000000000,0.13000000000,-0.13000000000,0,0.4070000000,0.0120000000,-0.0120000000,0,13.00000000,,,0,1.16000000,,,0,112.20000000,4.00000000,-4.00000000,0,0.35302068,0.01258541,-0.01258541,0,0.281000,,,0,0.031000,0.008000,-0.016000,0
852,HD 191939 f,HD 191939,1,6,Radial Velocity,2898.00000000000,152.00000000000,-152.00000000000,0,3.7100000000,0.1300000000,-0.1300000000,0,13.20000000,,,0,1.18000000,,,0,915.34581216,82.63538582,-82.63538582,0,2.88000000,0.26000000,-0.26000000,0,2.190000,,,0,0.000000,,,0
853,HD 191939 g,HD 191939,1,6,Radial Velocity,284.00000000000,10.00000000000,-8.00000000000,0,0.8120000000,0.0280000000,-0.0280000000,0,3.74000000,,,0,0.33400000,,,0,13.50000000,2.00000000,-2.00000000,0,0.04247575,0.00629270,-0.00629270,0,1.420000,,,0,0.030000,0.025000,-0.011000,0
854,HD 192263 b,HD 192263,1,1,Radial Velocity,24.35560000000,0.00460000000,-0.00460000000,0,0.1500000000,0.0000000000,0.0000000000,0,14.20000000,,,0,1.26000000,,,0,177.98480000,15.89150000,-15.89150000,0,0.56000000,0.05000000,-0.05000000,0,0.342000,,,0,0.050000,0.040000,-0.040000,0
855,HD 192310 b,HD 192310,1,2,Radial Velocity,74.72000000000,0.10000000000,-0.10000000000,0,0.3200000000,0.0050000000,-0.0050000000,0,4.27000000,,,0,0.38100000,,,0,16.90000000,0.90000000,-0.90000000,0,0.05320000,0.00280000,-0.00280000,0,1.190000,,,0,0.130000,0.040000,-0.040000,0
856,HD 192310 c,HD 192310,1,2,Radial Velocity,525.80000000000,9.20000000000,-9.20000000000,0,1.1800000000,0.0250000000,-0.0250000000,0,5.25000000,,,0,0.46900000,,,0,24.00000000,5.00000000,-5.00000000,0,0.07600000,0.01600000,-0.01600000,0,0.911000,,,0,0.320000,0.110000,-0.110000,0
857,HD 192699 b,HD 192699,1,1,Radial Velocity,340.94000000000,0.92000000000,-0.92000000000,0,1.0630000000,0.0490000000,-0.0490000000,0,13.40000000,,,0,1.19000000,,,0,666.17168000,29.55819000,-29.55819000,0,2.09600000,0.09300000,-0.09300000,0,1.520000,,,0,0.082000,0.041000,-0.041000,0
858,HD 194490 b,HD 194490,1,1,Radial Velocity,13092.18348000000,3494.64637000000,-2509.99734000000,0,11.1160000000,2.0070000000,-1.5110000000,0,12.40000000,,,0,1.11000000,,,0,3561.90295725,560.64930995,-422.39395290,0,11.20700000,1.76400000,-1.32900000,0,10.300000,,,0,0.251000,0.105000,-0.094000,0
859,HD 195019 b,HD 195019,2,1,Radial Velocity,18.20132000000,0.00039000000,-0.00039000000,0,0.1400000000,0.0000000000,0.0000000000,0,13.00000000,,,0,1.16000000,,,0,1264.96340000,54.03110000,-54.03110000,0,3.98000000,0.17000000,-0.17000000,0,3.160000,,,0,0.010000,0.000000,0.000000,0
860,HD 196050 b,HD 196050,3,1,Radial Velocity,1392.00000000000,4.00000000000,-4.00000000000,0,2.6500000000,0.0300000000,-0.0300000000,0,12.90000000,,,0,1.15000000,,,0,1493.79351290,254.26272560,-254.26272560,0,4.70000000,0.80000000,-0.80000000,0,3.820000,,,0,0.200000,0.010000,-0.010000,0
861,HD 196067 b,HD 196067,2,1,Radial Velocity,3638.00000000000,232.00000000000,-185.00000000000,0,5.0200000000,0.1900000000,-0.1900000000,0,12.30000000,,,0,1.10000000,,,0,3972.85508750,794.57101750,-572.09113260,0,12.50000000,2.50000000,-1.80000000,0,11.700000,,,0,0.660000,0.180000,-0.090000,0
862,HD 19615 b,HD 19615,1,1,Radial Velocity,402.00000000000,2.00000000000,-2.00000000000,0,1.1000000000,0.1000000000,-0.1000000000,0,12.60000000,,,0,1.12000000,,,0,2701.54145950,222.47988490,-222.47988490,0,8.50000000,0.70000000,-0.70000000,0,7.420000,,,0,0.200000,0.100000,-0.100000,0
863,HD 196885 A b,HD 196885 A,2,1,Radial Velocity,1333.00000000000,15.00000000000,-15.00000000000,0,2.3700000000,0.0200000000,-0.0200000000,0,13.20000000,,,0,1.18000000,,,0,819.97000000,50.85000000,-50.85000000,0,2.58000000,0.16000000,-0.16000000,0,1.960000,,,0,0.480000,0.060000,-0.060000,0
864,HD 197037 b,HD 197037,2,1,Radial Velocity,1035.70000000000,13.00000000000,-13.00000000000,0,2.0700000000,0.0500000000,-0.0500000000,0,13.90000000,,,0,1.24000000,,,0,251.00000000,16.00000000,-16.00000000,0,0.79000000,0.05000000,-0.05000000,0,0.514000,,,0,0.220000,0.070000,-0.070000,0
865,HD 199509 b,HD 199509,1,1,Radial Velocity,99.62167000000,0.14198000000,-0.09430000000,0,0.4260000000,0.0180000000,-0.0190000000,0,7.43000000,,,0,0.66300000,,,0,43.22466335,3.81394088,-5.08525451,0,0.13600000,0.01200000,-0.01600000,0,0.579000,,,0,0.373000,0.090000,-0.087000,0
866,HD 19994 b,HD 19994,3,1,Radial Velocity,466.20000000000,1.70000000000,-1.70000000000,0,1.3050000000,0.0160000000,-0.0160000000,0,13.60000000,,,0,1.21000000,,,0,435.41000000,38.14000000,-38.14000000,0,1.37000000,0.12000000,-0.12000000,0,0.951000,,,0,0.063000,0.062000,-0.062000,0
867,HD 20003 b,HD 20003,1,2,Radial Velocity,11.84820000000,0.00160000000,-0.00170000000,0,0.0974000000,0.0034000000,-0.0039000000,0,3.43000000,,,0,0.30600000,,,0,11.66000000,1.04000000,-1.06000000,0,0.03670000,0.00330000,-0.00330000,0,1.590000,,,0,0.360000,0.050000,-0.050000,0
868,HD 20003 c,HD 20003,1,2,Radial Velocity,33.92390000000,0.02390000000,-0.02660000000,0,0.1964000000,0.0068000000,-0.0078000000,0,3.89000000,,,0,0.34700000,,,0,14.44000000,1.47000000,-1.39000000,0,0.04540000,0.00460000,-0.00440000,0,1.350000,,,0,0.100000,0.080000,-0.070000,0
